Date;Rating;Content
June 2022;4.0;Ankush ji(operational manager), Shubham kumar(Front office), Shiva (F&B), Rose mam(Spa), Sandeep Ji ( Front office) these all people made our stay very comfortable. Location of property is on mall picture palace which is very convenient. Food is also good. Property needs to be renovated as outside noise is too much in room. Best part is service.
June 2022;4.0;Thanks allot Mr Ankush,Mr Pradeep,Mr Sandeep and Mr shubhum kumar front desk for all the assistance, It was a pleasent stay and good hospitality,nice location with altimate view from the balcony......
June 2022;5.0;What a great ambience here . it's our first stay in Ramada , and the experience is great . Ramada is unique itself , heritage kind of property, beautiful view , good location food is vest here . Specially wants to thank Miss Palak from front desk. Will visit soon
June 2022;5.0;I was here with my wife and I had a very good stay here. Food is very tasty. Room is very neat and clean. The view from my room is very good. And the special thing is the kids zone they have maintained it very well. Staff is very nice and cooperative Like Miss Palar from the reception and Mr Sandeep from restaurant thank you for making my status good I will recommend Ramada to all my friends and relatives and will plan to visit again
June 2022;5.0;Very friendly staff especially Shubham. Best service and great location. Food is awesome. Clean facility well maintained. Great balcony view. Play area available for kids as well. Liked spa service here as well.
June 2022;5.0;There was a nice stay We got a good services and great hospitality And Mr shubham and mr Faraz attended us very well Rooms were also very clean and food was amazing Will again come and enjoy at same hotel for sure
June 2022;5.0;Great stay . View was simply awesome . Faraz, Farman and Shubham was of great help staff was really co-operative and nice .. yummy food with great hospitality .. the stay was really comfortable and weather was so pleasant
June 2022;5.0;Mr. Shubham took best care of everything. The whole staff is so courteous. Ambience is also very good. Overall awesome experience with Ramada. Well done and keep it up!!! Just a suggestion, please make your
June 2022;5.0;Enjoy the stay room are clean and staff is very helpful mr vaibhav and shamoon malik and especially thanks to mr faraz at a front office he is very helpful he is a nice guy and last think is that I suggest to all to choose hotel ramada Mussoorie
June 2022;5.0;Enjoyed the stay here with family. Rooms and washrooms were very clean . Staff is very helpful and cooperative ( Especially Mr Subham and Mr faraz ). Food quality and room service was also very good .
June 2022;5.0;Best hotel in Mussoorie I have gathered lots of memories here Very cooperative staff . Wants to thank each and everyone for their special care specially miss Palak She is very helpful and cooperative Thank u
June 2022;5.0;Beautiful vintage property aesthetically renovated. The P3 at the reception, i mean Pawar,Palak & Pradeep were simply excellent at their job. The view from the room balcony is mesmerising & the food is awesome.
June 2022;4.0;Beautiful ambiance and hospitality. Appreciate hardworking and caring staff. Located at serene beauty of Mussoorie. Amazing arrangements and variety of cuisine. Recommend to everyone for their stay and celebrations.
June 2022;5.0;I went with my friends few days back and I have to stay Ramada mussoorie is one of the best property in mussoorie. Restaurant is so well maintained and they served delicious food. Room is so beautiful and view is spectacular. Staff is great, MS palak was nice and helpful during our stay. In short, a great time.
June 2022;5.0;Want to start with welcome. Miss Palak welcomed us with a very beautiful smile , she was very polite and professional in her work. Next come to the rooms , rooms are very neat and clean . Food is also very yummy . View from the hotel is next level . Location is very good near to the mall road , we covered many of the places to visit. I will recommend Ramada hotel to my all friends and relatives.
June 2022;5.0;We booked Valley View garden room and the view was fabulous the hospitality was very very nice And the staff was decent In the staff miss palak Mr. Shubham Mr. Gokul Mr. Kuldeep and mr nitesh were Too.much helpfull in every manner. Wonderfull hotel i would say best hotel of mall road. Rahul vij From delhi Date of stay: June
June 2022;5.0;We are feeling amazing In this hotel nice food , Cooperative staff miss Palak is very cooperative and welcoming and friendly Will recommend this to everyone thank you so much for your wonderful service
June 2022;5.0;Comfortable and clean rooms and linen, very responsive and courteous staff. The chef lays down a huge variety of cuisine. All in all a very nice and comfortable stay. Miss palak 2as very helpful during our stay
June 2022;5.0;The stay was good, staff was very courteous and helpful specially Gokul. All the services were good. Best part is the view from their garden. Food and drink are brilliant. Excellent hospitality by the team.
June 2022;5.0;Had an amazing experience. The hospitality -location - staff - everything is superb. Whatever u expect from a brand u will get here. Mr.Shubham and Mr.Faraz needs a special mention here. Thanks guys !!!!
June 2022;4.0;Even though it being expensive in the peak season, the excellent location of the hotel provides for a wholesome experience on the mall road. Room service is very quick and the staff is very hospitable. The breakfast however was not upto the mark.
Date;Rating;Content
July 2022;1.0;Worst experience 0/5 Bad quality of food Got stomach infection And cough and cold Cold food Stale good Smell in food Our all group caught stomach infection Never go to this place There are also many restrictions Speakers are not allowed in hotel
July 2022;5.0;My stay was very memorable and enjoyful . Every staff was perfect in their work . Really wants to highlight the name of Miss Palak who is very professional and cooperative In her work . Food is very tasty . Hospitality is too good Will recommend to our every family member . Best hotel with best location near to the mall road
July 2022;5.0;I went to Ramada by wyndham ,Mussoorie, starting with check in , it was smooth and quick , I was taken to the room , while miss palak from front desk guided me about everything, she was very sweet and helpful, hospitality was great services were on point
July 2022;5.0;very memorable stay, best sérvice. Amazing food. very neat and clean rooms. weather is awesome. I like the idea of evening tea with tàmbola activity. stàff is very cooperative. really wants to highlight thé name of Miss Palak Chauhan. She is very kind and humble làdy.
July 2022;5.0;Shubham ji gives us the best service to us...we will definately come back soon... And the gr mam was very humble and kind hearted Staff members treated us like a family its like they were coming again and again to ask for little little things and I love that....
July 2022;5.0;We had a great time Mr Shubham & Rajendra was very helpful you can enjoy the property nice view hospitality is good we will come next time.Food is fantastic specially high tea & delicious breakfast
July 2022;5.0;We Just have a great Stay.. Very Closed to the mall road Our Experience In the restaurant was very good Food was excellent Breakfast was good Staff Is cooperative Special thanks to Miss Anjali always there to help us we would recommend our friends to visit Ramada hotel Mussoorie Awesome property,,
July 2022;5.0;The location of the hotel is just right. It is on mall road. The breakfast and evening tea was included in the room tariff. Staff went the extra mileage to bring cake for my daughter s birthday celebration. Food and the hospitality is awesome. Had a real good stay.
July 2022;5.0;My Stay during 3 july to 7 july is very good :: FRONT desk staff On Arrival::During All 4 Days Were very much Coperative::Hostile::Very Humble:: Although weather In 4 Nights Stay Was Good But From The core of my heart Hotel service was much better I Would like to memtion the name of Miss Palak Who was always cooperative not only with me BUT To whole of guest arriving were praising Her service and Nature of asking every guest For Health FOOD CHOICE PREFERENCE AND HEALTH RELATED ANY ASSISTENCE. And LOT OF THANKS TO MR HARSH AND MS HEMA I M 1000% AND MY ALL GOGIA FAMILY WILL BE PERMANENT MEMBERS TO STAY IN RAMADA MASSURRIE THANKS gGOBIND SINGH GOGIA
July 2022;5.0;The best hotel in mussorie. Very nice service and good, cooperative people. Nice experience. Would like to visit again next time. The breakfast and snacks were free and exquisite. No complains from our side.
July 2022;5.0;Great stay for 2 days. Very close to Mall road. They do fun activities with tea/ snacks in the evening . Great view from hotel. Palak at hotel reception was really nice to talk to and helpful. Highly recommended for family and couples . Would love to visit again
July 2022;5.0;The service is the best. The advisor Ms. palak gave the best hospitalitity and we loved the stay. Will give 10/10 in hospitality and food. The weather was very nice and its very near to the mall road.
July 2022;5.0;Service is excellent. Ms. Palak welcome was great.Neat and clean property.All staff was great from A to Z.Food Quilty was good .Hotel is having a great interior. Great location near to mall road.Nice experience.
July 2022;5.0;Stay was very good service is excellent food is fabulous. Service of Mr.Shiva is very good.Stay was very comfortable and rich.5 Star rating.Hotel is very neat and clean.Location is excellent. Really loved my stay.
July 2022;1.0;We are regular visitor in this hotel. But this time hotel staff makes our holidays pathetic. On 1 day When we ask to drink the whisky in garden which is adjoining to our room they refuse u cant drink whisky outside only in rooms.its hotel policy. On 2 second they said we will charge 1000 per bottle than u can drink. Now where is hotel policy. Than they said u cant have hooka in the hotel its against hotel policy. When we saw them that someone is having hokka than they said hokka is allowed only in room balcony. Now again their words are changed. Now third one they said speakers are not allowed in hotel premises we said ok. When we call the manage r & tell them please hear the sound someone is playing the speaker .than they have no answer to our question. There is mr vaibav
July 2022;5.0;Excellent experience...good food ..very cooperative staff .specially....Palak. ..She is Guest Relations Executive and she is very professionalin her work..must visit property.. Will visit again and recommend
July 2022;4.0;I had an amazing stay. I loved the stay. They even did the decorations for me and it was lovely. Special mention to Palak and Shubam. The service and food was really nice. I would surely like to visit this place again.
July 2022;5.0;The hotel has some amazing staff and everything was so good and we had a great time in this hotel special thanks to the staff member palak she was amazing and helpful The food was amazing and had a lot of options for the food
July 2022;5.0;Their is a very good stay in Ramada I will recommend You all to visit this luxurious hotel their food is just amazing. I will like to credit some people palak, Gokul , Farman , Ramesh, Trepan . They all are so helpful people . Thank you
July 2022;5.0;We have enjoyed the stay & food. Special thanks to Front Desk Staff ..Palak...Amazing experience. Recreation facility is good. I liked the idea of High Tea with games. Outdoor activities were also there. It will give Resort feeling too. SS Gupta
July 2022;5.0;The mall road view room was really beautiful. The picture palace location was magnificique.The food service and quality was really good. Service by Mr.Shubham Kumar , front office was praise worthy! We had a really pleasant stay!
July 2022;5.0;Their staff is so polite moreover there food is so yummy I love visiting here . The staff are helpful Anjali , palak , Ramesh , Trapani. There is so beautiful weather their rooms are so neat and clean.
July 2022;5.0;This hotel is awesome, there staff is so polite and sweet , I loved this hotel there services are so good , The staff I like the most is Palak and Mr Kuldeep . They both are very helpful . I will visit again
July 2022;5.0;Nice property with nice view . Good ambience. Special thanks to Miss Palak for special attention and for her great service . She is very much profession her work . Rooms are also very good . Will plan again
June 2022;5.0;Good property. Nice ambience. Tasty food . Rooms have the best view . Feeling like we are in heaven. Service is also up to the mark . MISS Palak was very helpful and cooperative during our stay . Will visit again
June 2022;5.0;We had an amazing stay at the property. The staff is so cooperative and service is top notch. Mr. Shubham Kumar front office has helped a lot. We will give him 5 stars for all the services. Food quality is amazing. This is the beat property to have a fabulous stay in mussorie
June 2022;5.0;Must visit and stay with amazing staff facilities and a speacial thanks to the staff and Mr Shubham for hosting us so well. The food was amazing and the service was remarkable plus the location of the hotel was mesmerising.
June 2022;5.0;It was a very good stay here. Faraz and Rajendra were very friendly and an excellent nature they had. Very happy stay we had as a family. Rooms were very clean and great hospitality. My baby also enjoyed the food here. All were very good.
June 2022;5.0;Gr8 place with amazing staff Rooms are very clean Love the food . love to vist this place again. staff memeber mr faraz and shamoon malik and Executive chef manveer ramola all these guys make our trip the best
June 2022;4.0;Ankush ji(operational manager), Shubham kumar(Front office), Shiva (F&B), Rose mam(Spa), Sandeep Ji ( Front office) these all people made our stay very comfortable. Location of property is on mall picture palace which is very convenient. Food is also good. Property needs to be renovated as outside noise is too much in room. Best part is service.
June 2022;4.0;Thanks allot Mr Ankush,Mr Pradeep,Mr Sandeep and Mr shubhum kumar front desk for all the assistance, It was a pleasent stay and good hospitality,nice location with altimate view from the balcony......
June 2022;5.0;What a great ambience here . it's our first stay in Ramada , and the experience is great . Ramada is unique itself , heritage kind of property, beautiful view , good location food is vest here . Specially wants to thank Miss Palak from front desk. Will visit soon
June 2022;5.0;I was here with my wife and I had a very good stay here. Food is very tasty. Room is very neat and clean. The view from my room is very good. And the special thing is the kids zone they have maintained it very well. Staff is very nice and cooperative Like Miss Palar from the reception and Mr Sandeep from restaurant thank you for making my status good I will recommend Ramada to all my friends and relatives and will plan to visit again
June 2022;5.0;Very friendly staff especially Shubham. Best service and great location. Food is awesome. Clean facility well maintained. Great balcony view. Play area available for kids as well. Liked spa service here as well.
June 2022;5.0;There was a nice stay We got a good services and great hospitality And Mr shubham and mr Faraz attended us very well Rooms were also very clean and food was amazing Will again come and enjoy at same hotel for sure
June 2022;5.0;Great stay . View was simply awesome . Faraz, Farman and Shubham was of great help staff was really co-operative and nice .. yummy food with great hospitality .. the stay was really comfortable and weather was so pleasant
June 2022;5.0;Mr. Shubham took best care of everything. The whole staff is so courteous. Ambience is also very good. Overall awesome experience with Ramada. Well done and keep it up!!! Just a suggestion, please make your
June 2022;5.0;Enjoy the stay room are clean and staff is very helpful mr vaibhav and shamoon malik and especially thanks to mr faraz at a front office he is very helpful he is a nice guy and last think is that I suggest to all to choose hotel ramada Mussoorie
June 2022;5.0;Enjoyed the stay here with family. Rooms and washrooms were very clean . Staff is very helpful and cooperative ( Especially Mr Subham and Mr faraz ). Food quality and room service was also very good .
June 2022;5.0;Best hotel in Mussoorie I have gathered lots of memories here Very cooperative staff . Wants to thank each and everyone for their special care specially miss Palak She is very helpful and cooperative Thank u
June 2022;5.0;Beautiful vintage property aesthetically renovated. The P3 at the reception, i mean Pawar,Palak & Pradeep were simply excellent at their job. The view from the room balcony is mesmerising & the food is awesome.
June 2022;4.0;Beautiful ambiance and hospitality. Appreciate hardworking and caring staff. Located at serene beauty of Mussoorie. Amazing arrangements and variety of cuisine. Recommend to everyone for their stay and celebrations.
June 2022;5.0;I went with my friends few days back and I have to stay Ramada mussoorie is one of the best property in mussoorie. Restaurant is so well maintained and they served delicious food. Room is so beautiful and view is spectacular. Staff is great, MS palak was nice and helpful during our stay. In short, a great time.
June 2022;5.0;Want to start with welcome. Miss Palak welcomed us with a very beautiful smile , she was very polite and professional in her work. Next come to the rooms , rooms are very neat and clean . Food is also very yummy . View from the hotel is next level . Location is very good near to the mall road , we covered many of the places to visit. I will recommend Ramada hotel to my all friends and relatives.
June 2022;5.0;We booked Valley View garden room and the view was fabulous the hospitality was very very nice And the staff was decent In the staff miss palak Mr. Shubham Mr. Gokul Mr. Kuldeep and mr nitesh were Too.much helpfull in every manner. Wonderfull hotel i would say best hotel of mall road. Rahul vij From delhi Date of stay: June
June 2022;5.0;We are feeling amazing In this hotel nice food , Cooperative staff miss Palak is very cooperative and welcoming and friendly Will recommend this to everyone thank you so much for your wonderful service
June 2022;5.0;Comfortable and clean rooms and linen, very responsive and courteous staff. The chef lays down a huge variety of cuisine. All in all a very nice and comfortable stay. Miss palak 2as very helpful during our stay
June 2022;5.0;The stay was good, staff was very courteous and helpful specially Gokul. All the services were good. Best part is the view from their garden. Food and drink are brilliant. Excellent hospitality by the team.
June 2022;5.0;Had an amazing experience. The hospitality -location - staff - everything is superb. Whatever u expect from a brand u will get here. Mr.Shubham and Mr.Faraz needs a special mention here. Thanks guys !!!!
June 2022;4.0;Even though it being expensive in the peak season, the excellent location of the hotel provides for a wholesome experience on the mall road. Room service is very quick and the staff is very hospitable. The breakfast however was not upto the mark.
July 2022;5.0;I came sterling mussoorie with a group of 10 peoples and we enjoyed also, so many activities for kids indoor and outdoor both. Staff is also very courteous specially mentioned Himani from FO. Buffet dinner is also very good. Come here again in next vacations.
July 2022;5.0;Rooms are well maintained and view from our room was also very Beautiful. Restraunt food is also very delicious and staff is very polite and always ready to help Specially mentioned Ms Himani. Overall it was a amazing experience.
July 2022;5.0;The staff was very friendly and helpful! The restaurant served delicious food. The suite was comfortable. Kids loved the adventure activities and the live music at the restaurant was a nice touch. Views were great from the room as well as the common areas. Recommended!
July 2022;5.0;Great services and food is also very delicious and lots of verities in buffet. Lots of activities for kids indoor and outdoor both. Staff is very courteous Specially fo staff Ms. Himani. Truly worth it.
July 2022;5.0;It was a honeymoon a trip and stealing makes it memorable, beautiful location and rooms are well maintained. Staff is also very helpful specifically mentioned Ms. Himani. Food is also very delicious and services are great.
July 2022;5.0;I stayed in sterling mussoorie with my family and we experienced one of the best services, property is well maintained. Food is also very delicious...staff was very polite and always ready to help, specially mentioned Ms Himani. Definitely come here again...
July 2022;5.0;Sterling is a beautiful and lavish property to stay in. With a breathtaking view from the rooms as well as hotel space, the indoor activities are equally engaging. The staff was really friendly specially Mentioned Ms Himani and Mr Mukesh and food options were great!!
July 2022;5.0;I was our first trip in sterling Mussoorie, food and services are great, rooms are well maintained and clean. Staff is also very courteous specially Fo staff Ms Himani and Mr Mukesh. Overall it was a amazing experience.
July 2022;5.0;It was overall a good experience. . It was pleasant stay. . the staff are very polit and humble. The food was also good. . There have been some variety as well. . we took the membership and you should also it will be beneficial
July 2022;5.0;Great location, really pleasant and clean rooms, but the thing that makes this such a good place to stay are the staff. Special thanks to Mr. Sumit Saini, for arranging all this, this trip would not have been possible without quick response from Mr Saini, we called him one day before our visit and he arranged all this on weekend. The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help & make our stay enjoyable. I highly recommend this hotel for anyone visiting Mussoorie. View point also great from hotel... in early morning you can feel the clouds coming towards you.
July 2022;5.0;It was a amazing experience. Lots of activities for kids , Indoor and outdoor both. Restaurant food and service are very good. Staff is also very cooperative specially mentioned Ms. Himani. Overall it was a excellent experience.
July 2022;5.0;stay is comfortable, view from my room was also very beautiful and room are well maintained. Apart from that staff is very polite and helpful specially Mentioned Ms Himani from fo. Lots of activities for kids. Truly worth it.
July 2022;5.0;Its a good place for comfortable stay for have good times spend on a family vications ,nice place for stay, staff is friendly, housekeeping is good, food is delicious, buffet is great, resorts is big and activities are good for under 22 years children's
July 2022;3.0;Property is huge, lavish, well-maintained. Food is good too. But the main disadvantage is the location. It is is located at further 2.5 kms uphill from Library Chowk, Mall Road. Very narrow road from Library Chowk to Sterling. Quite risky for someone who doesn't drive in hilly areas. On top of that, they do not provide any pick and drop facility to mall road. You are on your own to venture out. The other issue is that of network. There is absolutely no network connectivity. Bare minimum of making a phone call is also not possible from room, you have to go near reception area to make a phone call.
July 2022;5.0;This was our first visit in mussoorie, food and restaurant services are great and staff is also very polite and courteous. View from my room was also very beautiful. Definitely come here again and truly worth it.
July 2022;5.0;It was our first experience in sterling mussoorie, and we enjoyed alot. services are good, food is also very delicious . apart from that staff is also very helpful specially mentioned Ms. Himani she is doing her work very well. overall it was a great stay.
July 2022;5.0;We came sterling Mussoorie with my family, it was a great experience. Rooms are well maintained and view from our room was aldosterone very beautiful. Staff was also very helpful specially mentioned Ms Himani, she is doing great work. Food is also very delicious. Overall it was a great stay
July 2022;5.0;We visited Sterling Mussoorie with a group of 40 people and each and everyone enjoyed the stay and hospitality at this beautiful hotel. The view of the valley is very nice. Mr Ankur and his team takes care of each and every request from their guest. Breakfast spread is awesome and the quality of food is very good. The dinner with a wide variety of Indian, Continental and Asian. Garwali Thali was the catch amongst our group members. Chef Ranjan and his team assures that the guests should get the their choice of food and Hemant along with his team was very prompt and efficient in service. Make sure you ask to get a room closer to reception as the property is spread around and not everyone would like to move around too much. We really had a great decision to choose this hotel
July 2022;5.0;Fooding experience along with the view mae a perfect family vacation Would recommend to everyone whoever comes to mussorie and wants to enjoy their vacation with the family. The staff was courteous and ensured our comfortable stay
July 2022;5.0;Awesome stay, and the services are also very great, Nice property and view from my room was also very good. Restaurant food is also very delicious and staff is also very helpfull. Overall it was a great experience
July 2022;5.0;We came to sterling Mussorie after having a good experience in Ooty . And sterling Mussorie also did not disappoint . The views were breathtaking food was awesome and room service was impeccably nice .
July 2022;5.0;Stay was great, view from my room was also very beautiful and rooms are well maintained. Staff is also very helpful and polite specially mentioned Fo staff Ms. Himani and Mr. Mukesh. Overall it it was a excellent visit.
June 2022;5.0;The location is a bit challenging but the resort itself has everything that you need. Its a 5 star resort so food may be a little bit on the higher side but the quality is completely worth it. Rooms are so spacious and amenities are so good that you can never get bored when you are here. There are so many indoor and outdoor activities that you can be occupied all day. Best place to stay if you are travelling to mussoorie
June 2022;5.0;We Four members of a family alongwith Two little kids (Twins) stayed at the Sterling Mussoorie for Four Nights during the end of June 2022. While proceeding towards the property we were somewhat apprehensive as the road was quite narrow..... which is a normal phenomenon in the hills though... but the moment we reached the Sterling Resort all our anxiety vanished instantaneously. What an Expansive and Vast Property the Sterling Mussoorie is, with amazingly beautiful and majestic views of the Mussoorie Hills! The parking of our vehicle was immediately taken care by the their wonderfully efficient (Valet) Parking Staff. We were cordially welcomed by the smiling staff at the Reception/ Front Desk who promptly arranged to transfer our baggage to our rooms besides
June 2022;3.0;Pros: 1. Bfast buffet and dinner buffet had lots of variety and the restaurant staff is really polite and nice. 2. Room sizes are pretty decent, with some classic rooms almost as big as premium rooms (we took 2 classic rooms and 1 premium room) 3. Game room was quite good and my children really enjoyed spending time there 4. Spa was pretty good too with masseur being really professional and knowledgeable. Cons: 1. Approach to hotel is super hard. If your taxi is not dropping u to hotel, it becomes really challenging to reach hotel. Hotel doesn t even offer a pickup to Gandhi Chowk. It took us a porter, a rickshaw and finally a taxi and total spend of INR 900, not to mention the pain of lugging around our luggage and walking like crazy on streets of Mussoorie, to reach from
June 2022;5.0;My first visit in sterling resort mussoorie .the staf is very good and helpful specially Mr.praveen front desk . He is very good in his work profile. The food was delicious . The restaurant guy is also very good in nature.
June 2022;5.0;I came here with my family, it was a great experience. Services and food is also very delicious. Huge verities in restaurant food. Staff is also very helpful and polite specially mentioned Ms Himani, she is doing a great job. Thanks Sterling for serving us well.
June 2022;5.0;Sterling holidays mussoorie is one of the best resort in mussoorie. Services are great and food is also very delicious, amazing activities for kids. Staff is also very helpful, specially mentioned Ms himani. Truly worth it.
June 2022;5.0;It was a amazing stay with family, food is also very delicious and services are also very awesome. Lots of activities for kids and amazing facilities. Staff is also very helpful specially mention Ms Himani. Definitely come here again.
June 2022;3.0;"Pros - Location is good; near to library chowk (3-4 kms) but yet far from the crowd and hustle - Many indoor and outdoor activities - Kids would love the place - Clean property - Staff is courteous - Ample parking Cons - Food is pathetic and no restaurants nearby - They have put so many Godrej Air Power Pockets that it starts causing headache - They don t have liquor license, no bar in the hotel - People with knee pain and elderlies should strictly avoid this hotel because one needs to climb 100 stairs to reach the restaurant/ exit the hotel/ reach restaurants - Pricier, not value for money - Housekeeping staff needs some training; they couldn t convert a double bed into two single beds when it was clearly visible that it s doable - They pay no heed to your requests so do call"
June 2022;5.0;Location is big plus point, far away from the madening crowd, ideal for a staycation, if not interested in doing the touristy thing of visiting points (over crowded at any time) like Kempy falls or Lal Tibba point (landaur). The studio (classic) rooms were comfortable for a family of 3. Buffet spread for breakfast & dinner was awesome and desert options at the table was just superb and well worth every penny spent. The resort has ample outdoor and indoor activites for young children as well as play ground as well as entertainment programmes for young and old for evenings (tabola, musical games, karoke etc) . Wi-fi is bad/weak (being a sore point) and limited to only 2 users per room(disappointing for bigger families). Another sore point (lift). Get used to walking flight of
June 2022;5.0;Awesome property, great view from my room. food quality is good excellent, services are also very great.special thanks to Ms Himani mam she deals very nice and helpful. Definitely come here again in our vacations.
June 2022;5.0;we come sterling with family and enjoyed alot, lots of activities for kids and view from my room was also very beautiful. specially mentioned ms Himani she is doing a great job. overall a great experience.
