July 2022;5.0;It was our first experience in sterling mussoorie, and we enjoyed alot. services are good, food is also very delicious . apart from that staff is also very helpful specially mentioned Ms. Himani she is doing her work very well. overall it was a great stay.
July 2022;5.0;We came sterling Mussoorie with my family, it was a great experience. Rooms are well maintained and view from our room was aldosterone very beautiful. Staff was also very helpful specially mentioned Ms Himani, she is doing great work. Food is also very delicious. Overall it was a great stay
July 2022;5.0;We visited Sterling Mussoorie with a group of 40 people and each and everyone enjoyed the stay and hospitality at this beautiful hotel. The view of the valley is very nice. Mr Ankur and his team takes care of each and every request from their guest. Breakfast spread is awesome and the quality of food is very good. The dinner with a wide variety of Indian, Continental and Asian. Garwali Thali was the catch amongst our group members. Chef Ranjan and his team assures that the guests should get the their choice of food and Hemant along with his team was very prompt and efficient in service. Make sure you ask to get a room closer to reception as the property is spread around and not everyone would like to move around too much. We really had a great decision to choose this hotel
July 2022;5.0;Fooding experience along with the view mae a perfect family vacation Would recommend to everyone whoever comes to mussorie and wants to enjoy their vacation with the family. The staff was courteous and ensured our comfortable stay
July 2022;5.0;Awesome stay, and the services are also very great, Nice property and view from my room was also very good. Restaurant food is also very delicious and staff is also very helpfull. Overall it was a great experience
July 2022;5.0;We came to sterling Mussorie after having a good experience in Ooty . And sterling Mussorie also did not disappoint . The views were breathtaking food was awesome and room service was impeccably nice .
July 2022;5.0;Stay was great, view from my room was also very beautiful and rooms are well maintained. Staff is also very helpful and polite specially mentioned Fo staff Ms. Himani and Mr. Mukesh. Overall it it was a excellent visit.
June 2022;5.0;The location is a bit challenging but the resort itself has everything that you need. Its a 5 star resort so food may be a little bit on the higher side but the quality is completely worth it. Rooms are so spacious and amenities are so good that you can never get bored when you are here. There are so many indoor and outdoor activities that you can be occupied all day. Best place to stay if you are travelling to mussoorie
June 2022;5.0;We Four members of a family alongwith Two little kids (Twins) stayed at the Sterling Mussoorie for Four Nights during the end of June 2022. While proceeding towards the property we were somewhat apprehensive as the road was quite narrow..... which is a normal phenomenon in the hills though... but the moment we reached the Sterling Resort all our anxiety vanished instantaneously. What an Expansive and Vast Property the Sterling Mussoorie is, with amazingly beautiful and majestic views of the Mussoorie Hills! The parking of our vehicle was immediately taken care by the their wonderfully efficient (Valet) Parking Staff. We were cordially welcomed by the smiling staff at the Reception/ Front Desk who promptly arranged to transfer our baggage to our rooms besides
June 2022;3.0;Pros: 1. Bfast buffet and dinner buffet had lots of variety and the restaurant staff is really polite and nice. 2. Room sizes are pretty decent, with some classic rooms almost as big as premium rooms (we took 2 classic rooms and 1 premium room) 3. Game room was quite good and my children really enjoyed spending time there 4. Spa was pretty good too with masseur being really professional and knowledgeable. Cons: 1. Approach to hotel is super hard. If your taxi is not dropping u to hotel, it becomes really challenging to reach hotel. Hotel doesn t even offer a pickup to Gandhi Chowk. It took us a porter, a rickshaw and finally a taxi and total spend of INR 900, not to mention the pain of lugging around our luggage and walking like crazy on streets of Mussoorie, to reach from
June 2022;5.0;My first visit in sterling resort mussoorie .the staf is very good and helpful specially Mr.praveen front desk . He is very good in his work profile. The food was delicious . The restaurant guy is also very good in nature.
June 2022;5.0;I came here with my family, it was a great experience. Services and food is also very delicious. Huge verities in restaurant food. Staff is also very helpful and polite specially mentioned Ms Himani, she is doing a great job. Thanks Sterling for serving us well.
June 2022;5.0;Sterling holidays mussoorie is one of the best resort in mussoorie. Services are great and food is also very delicious, amazing activities for kids. Staff is also very helpful, specially mentioned Ms himani. Truly worth it.
June 2022;5.0;It was a amazing stay with family, food is also very delicious and services are also very awesome. Lots of activities for kids and amazing facilities. Staff is also very helpful specially mention Ms Himani. Definitely come here again.
June 2022;3.0;"Pros - Location is good; near to library chowk (3-4 kms) but yet far from the crowd and hustle - Many indoor and outdoor activities - Kids would love the place - Clean property - Staff is courteous - Ample parking Cons - Food is pathetic and no restaurants nearby - They have put so many Godrej Air Power Pockets that it starts causing headache - They don t have liquor license, no bar in the hotel - People with knee pain and elderlies should strictly avoid this hotel because one needs to climb 100 stairs to reach the restaurant/ exit the hotel/ reach restaurants - Pricier, not value for money - Housekeeping staff needs some training; they couldn t convert a double bed into two single beds when it was clearly visible that it s doable - They pay no heed to your requests so do call"
June 2022;5.0;Location is big plus point, far away from the madening crowd, ideal for a staycation, if not interested in doing the touristy thing of visiting points (over crowded at any time) like Kempy falls or Lal Tibba point (landaur). The studio (classic) rooms were comfortable for a family of 3. Buffet spread for breakfast & dinner was awesome and desert options at the table was just superb and well worth every penny spent. The resort has ample outdoor and indoor activites for young children as well as play ground as well as entertainment programmes for young and old for evenings (tabola, musical games, karoke etc) . Wi-fi is bad/weak (being a sore point) and limited to only 2 users per room(disappointing for bigger families). Another sore point (lift). Get used to walking flight of
June 2022;5.0;Awesome property, great view from my room. food quality is good excellent, services are also very great.special thanks to Ms Himani mam she deals very nice and helpful. Definitely come here again in our vacations.
June 2022;5.0;we come sterling with family and enjoyed alot, lots of activities for kids and view from my room was also very beautiful. specially mentioned ms Himani she is doing a great job. overall a great experience.
June 2022;5.0;Amazing family vacation in sterling holiday, view from my room was amazing. Food is also very delicious and lots of varieties. Staff was very helpful, she handled pressure very well and guest handling was also very good. Overall excellent stay.
June 2022;5.0;Sterling mussoorie is one the best hotel in the services and the facilities as well, lots of activities for kids. Staff was very helpful specially mentioned Ms Himani she is doing a great job. Food is also very delicious and view from our room was mesmerizing. Thankyou Sterling for making our stay memorable.
June 2022;5.0;It was a amazing experience, lots of activities for kids my kids enjoyed alot...food was also very delicious and services are great and view from my room was also very great. Definition come here again in my next vacations.
June 2022;5.0;We really liked 2 day stay at this resort and we will recommend the same if anyone is planning to experience a good resort feeling at mountains. Our rooms were hill view and the breakfast and dinner food quality was good.
June 2022;5.0;I come sterling mussoorie with my friends and it was a fantastic experience. Service and staff was great and very helpful. View from our room was also very beautiful. Special thanks to Ms himani and Ms Mukesh they are doing great job. Thanks alot for giving us the best services.
June 2022;5.0;We stayed in their privilege suite. Amazing room, spacious and well.kept with a nice balcony. 1. Recreation room is quite spacious and has enough paid as well as complimentary activities. Infact they do many activities throughout the day aswell. So great job by the team there. 2. Restaurant has a great team. Always smiling but I request if they could get some extra hands especially during season if you could hire some contractual staff. 3. The only trouble the hotel has its way to reach the hotel. Extremely narrow roads to even reach the mall one has to pay anything between 600-1000 for a round trip. 4. No provision for alcohol in the hotel and only availability at mall so better to be planned in advance. Had an amazing time. Stayed in many sterling properties by far my
June 2022;5.0;It was a very pleasant experience staying at sterling mussorie. The food was very good, rooms were very clean and staff was also very cooperative. A must stay in mussorie . The location of hotel is also very good with a hill view and Dehradun view.
June 2022;5.0;The experience is always awesome. Room facilities, Food are really fantastic. Support staff specially Himani mam is extra ordinarily cooperative. Ambience is great. I am always thankful to Sterling for making our vacations always fun filled....... Ashu
June 2022;5.0;It was a great stay. Services are excellent and food is also very delicious and huge varieties apart from that view from my room was very beautiful specially in the morning. Staff is also very helpful and polite. Definitely come here again in next holidays.
June 2022;5.0;"Our stay at Sterling Mussorie was very comfortable and relaxing. The staff were really great - I would specifically like to mention Vivek Panwar (outdoor activities/ trekking) ; Hemanta (restaurant manager); Himani (front office); Ramkewal (gardener); Gajendra (security) and Nikhil &Sumit (Sales) for their friendly approach and helpful nature. Overall the hospitality was great and we look forward to returning . Thanks. Regards, Vishnu"
June 2022;5.0;It was a very great stay, services are excellent and food is also very delicious and huge varieties. Lots of activities for kids indoor and outdoor both. Staff is also very friendly specially front office staff Ms Himani, she is doing great job. Thanks alot for giving us best services.
June 2022;4.0;We had an amazing time in Massoorie as we staying in Sterling which was a great experience all together. We enjoyed the peace in Sterling Hotel and awesome mountain and valley views, they also have many outdoor and indoor activities available with them. Thanks!
June 2022;5.0;Came here with family, services are great and food is also very delicious and staff is also very helpful and polite. Lots of activities for kids. View from my room was also very beautiful specially in the night. Definitely come here again.
June 2022;5.0;I came here with my family, it was a great experience, facilities and services are excellent. Staff was also very helpful specially Ms. Himani she is very helpful and polite apart from that food was also very delicious and huge variety. Thanks for service us well.
June 2022;5.0;Mussoorie in itself is such a beautiful city. And staying at Sterling only added the pleasure of watching the glimmering city underneath and the picturesque mountains! Very welcoming and efficient staff. Thank you.
June 2022;5.0;Excellent services, food is also very delicious and restaurant staff Mr. Harikishan and pyare lala ji they are doing great job and from front office Ms Himani she is very supportive and helpful. Apart from that view from my room was also very beautiful.
June 2022;5.0;Come here with my family, view from my room was amazing, so many activities for kids.. food was also very delicious and apart from that staff is also very helpful specially Ms Himani and Mr mukesh from front office, they are doing great job. Thanks sterling for great service.
